Date,Expenses,Category,Amount,Municipality,Province,Region,ID
2021-03-20,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-112
2021-03-21,Home,Unexpected,5000.0,Roxas City,Capiz,Western Visayas,E2021-113
2021-03-22,Electricity/Water,Obligation,130.63,Quezon City,Metro Manila,National Capital Region,E2021-114
2021-03-22,Food/Drinks,Survival,34.0,Quezon City,Metro Manila,National Capital Region,E2021-115
2021-03-22,Debt repayment,Obligation,18.81,Quezon City,Metro Manila,National Capital Region,E2021-116
2021-03-23,Grocery,Survival,617.83,Quezon City,Metro Manila,National Capital Region,E2021-117
2021-03-23,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-118
2021-03-24,Home,Unexpected,5000.0,Roxas City,Capiz,Western Visayas,E2021-119
2021-03-28,Food/Drinks,Survival,92.0,Quezon City,Metro Manila,National Capital Region,E2021-120
2021-03-28,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-121
2021-03-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-122
2021-03-30,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-123
2021-03-30,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-124
2021-03-30,Grocery,Survival,470.64,Quezon City,Metro Manila,National Capital Region,E2021-125
2021-03-30,Home,Obligation,300.0,Pontevedra,Capiz,Western Visayas,E2021-126
2021-03-30,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-127
2021-03-30,Bank fees,Optional,15.0,Quezon City,Metro Manila,National Capital Region,E2021-128
2021-03-31,Food/Drinks,Survival,95.0,Quezon City,Metro Manila,National Capital Region,E2021-129
2021-04-03,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-130
2021-04-03,Food/Drinks,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-131
2021-04-04,Food/Drinks,Optional,49.0,Quezon City,Metro Manila,National Capital Region,E2021-132
2021-04-05,Others,Unexpected,2000.0,Pontevedra,Capiz,Western Visayas,E2021-133
2021-04-06,Grocery,Survival,593.04,Quezon City,Metro Manila,National Capital Region,E2021-134
2021-04-06,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-135
2021-04-07,Home,Unexpected,3000.0,Roxas City,Capiz,Western Visayas,E2021-136
2021-04-07,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-137
2021-04-07,Food/Drinks,Survival,119.0,Quezon City,Metro Manila,National Capital Region,E2021-138
2021-04-13,Grocery,Survival,477.2,Quezon City,Metro Manila,National Capital Region,E2021-139
2021-04-13,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-140
2021-04-14,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-141
2021-04-14,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-142
2021-04-14,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-143
2021-04-15,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-144
2021-04-15,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-145
2021-04-17,Food/Drinks,Survival,117.0,Quezon City,Metro Manila,National Capital Region,E2021-146
2021-04-17,Food/Drinks,Survival,10.0,Quezon City,Metro Manila,National Capital Region,E2021-147
2021-04-19,Food/Drinks,Survival,44.0,Quezon City,Metro Manila,National Capital Region,E2021-148
2021-04-20,Grocery,Survival,562.88,Quezon City,Metro Manila,National Capital Region,E2021-149
2021-04-20,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-150
2021-04-20,Debt repayment,Obligation,15.2,Quezon City,Metro Manila,National Capital Region,E2021-151
2021-04-21,Food/Drinks,Survival,95.0,Quezon City,Metro Manila,National Capital Region,E2021-152
2021-04-21,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-153
2021-04-24,Food/Drinks,Survival,90.0,Quezon City,Metro Manila,National Capital Region,E2021-154
2021-04-24,Food/Drinks,Optional,24.0,Quezon City,Metro Manila,National Capital Region,E2021-155
2021-04-25,Electricity/Water,Obligation,415.5,Quezon City,Metro Manila,National Capital Region,E2021-156
2021-04-26,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-157
2021-04-27,Grocery,Survival,625.3,Quezon City,Metro Manila,National Capital Region,E2021-158
2021-04-27,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-159
2021-04-27,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-160
2021-04-30,Grocery,Survival,255.15,Quezon City,Metro Manila,National Capital Region,E2021-161
2021-04-30,Home,Obligation,200.0,Quezon City,Metro Manila,National Capital Region,E2021-162
2021-04-30,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-163
2021-05-01,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-164
2021-05-02,Food/Drinks,Survival,71.0,Quezon City,Metro Manila,National Capital Region,E2021-165
2021-05-02,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2021-166
2021-05-03,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-167
2021-05-04,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-168
2021-05-04,Grocery,Survival,508.23,Quezon City,Metro Manila,National Capital Region,E2021-169
2021-05-04,Clothing/Shoes/Personal Items,Optional,212.77,Quezon City,Metro Manila,National Capital Region,E2021-170
2021-05-04,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-171
2021-05-04,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-172
2021-05-05,Clothing/Shoes/Personal Items,Optional,931.6800000000001,Quezon City,Metro Manila,National Capital Region,E2021-173
2021-05-06,Food/Drinks,Survival,90.0,Quezon City,Metro Manila,National Capital Region,E2021-174
2021-05-06,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2021-175
2021-05-07,Grocery,Survival,280.06,Quezon City,Metro Manila,National Capital Region,E2021-176
2021-05-07,Clothing/Shoes/Personal Items,Optional,105.99,Quezon City,Metro Manila,National Capital Region,E2021-177
2021-05-07,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-178
2021-05-08,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-179
2021-05-09,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-180
2021-05-10,Food/Drinks,Survival,48.0,Quezon City,Metro Manila,National Capital Region,E2021-181
2021-05-11,Grocery,Survival,449.5,Quezon City,Metro Manila,National Capital Region,E2021-182
2021-05-11,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-183
2021-05-12,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-184
2021-05-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-185
2021-05-15,Pension Fund,Obligation,650.0,Makati City,Metro Manila,National Capital Region,E2021-186
2021-05-15,Grocery,Survival,408.29,Quezon City,Metro Manila,National Capital Region,E2021-187
2021-05-15,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-188
2021-05-15,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-189
2021-05-16,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-190
2021-05-18,Grocery,Survival,339.95,Quezon City,Metro Manila,National Capital Region,E2021-191
2021-05-18,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-192
2021-05-20,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-193
2021-05-20,Debt repayment,Obligation,3.92,Quezon City,Metro Manila,National Capital Region,E2021-194
2021-05-22,Grocery,Survival,195.29,Quezon City,Metro Manila,National Capital Region,E2021-195
2021-05-22,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-196
2021-05-23,Electricity/Water,Obligation,420.0,Quezon City,Metro Manila,National Capital Region,E2021-197
2021-05-24,Food/Drinks,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-198
2021-05-24,Hair Cut,Optional,70.0,Quezon City,Metro Manila,National Capital Region,E2021-199
2021-05-24,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-200
2021-05-25,Grocery,Survival,399.49,Quezon City,Metro Manila,National Capital Region,E2021-201
2021-05-25,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-202
2021-05-26,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-203
2021-05-27,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-204
2021-05-27,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-205
2021-05-28,Phone/Internet,Unexpected,100.0,Quezon City,Metro Manila,National Capital Region,E2021-206
2021-05-28,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2021-207
2021-05-29,Grocery,Survival,164.87,Quezon City,Metro Manila,National Capital Region,E2021-208
2021-05-29,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-209
2021-05-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-210
2021-05-30,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-211
2021-05-31,Home,Obligation,300.0,Quezon City,Metro Manila,National Capital Region,E2021-212
2021-05-31,Food/Drinks,Survival,50.0,Quezon City,Metro Manila,National Capital Region,E2021-213
2021-05-31,Bank fees,Unexpected,15.0,Quezon City,Metro Manila,National Capital Region,E2021-214
2021-06-01,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-215
2021-06-01,Grocery,Survival,749.3,Quezon City,Metro Manila,National Capital Region,E2021-216
2021-06-01,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-217
2021-06-02,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-218
2021-06-02,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-219
2021-06-03,Garbage,Obligation,15.0,Quezon City,Metro Manila,National Capital Region,E2021-220
2021-06-03,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2021-221
2021-06-03,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-222
2021-06-04,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-223
2021-06-05,Grocery,Survival,207.0,Quezon City,Metro Manila,National Capital Region,E2021-224
2021-06-05,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-225
2021-06-08,Grocery,Survival,368.94,Quezon City,Metro Manila,National Capital Region,E2021-226
2021-06-08,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-227
2021-06-08,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-228
2021-06-09,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-229
2021-06-12,Grocery,Survival,373.7,Quezon City,Metro Manila,National Capital Region,E2021-230
2021-06-12,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-231
2021-06-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-232
2021-06-15,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-233
2021-06-15,Pension Fund,Obligation,650.0,Makati City,Metro Manila,National Capital Region,E2021-234
2021-06-15,Grocery,Survival,284.77,Quezon City,Metro Manila,National Capital Region,E2021-235
2021-06-15,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-236
2021-06-15,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-237
2021-06-16,Personal care items (drugstore),Survival,212.5,Quezon City,Metro Manila,National Capital Region,E2021-238
2021-06-16,Others,Unexpected,104.0,Quezon City,Metro Manila,National Capital Region,E2021-239
2021-06-16,Grocery,Survival,104.0,Quezon City,Metro Manila,National Capital Region,E2021-240
2021-06-16,Transportation,Survival,85.0,Quezon City,Metro Manila,National Capital Region,E2021-241
2021-06-17,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-242
2021-06-17,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-243
2021-06-19,Electricity/Water,Obligation,385.0,Quezon City,Metro Manila,National Capital Region,E2021-244
2021-06-19,Grocery,Survival,358.0,Quezon City,Metro Manila,National Capital Region,E2021-245
2021-06-19,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-246
2021-06-20,Debt repayment,Obligation,17.3,Quezon City,Metro Manila,National Capital Region,E2021-247
2021-06-22,Grocery,Survival,420.51,Quezon City,Metro Manila,National Capital Region,E2021-248
2021-06-22,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-249
2021-06-22,Transportation,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-250
2021-06-23,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-251
2021-06-24,Food/Drinks,Optional,20.0,Quezon City,Metro Manila,National Capital Region,E2021-252
2021-06-25,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-253
2021-06-26,Grocery,Survival,412.0,Quezon City,Metro Manila,National Capital Region,E2021-254
2021-06-26,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-255
2021-06-26,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-256
2021-06-29,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-257
2021-06-29,Grocery,Survival,433.85,Quezon City,Metro Manila,National Capital Region,E2021-258
2021-06-29,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-259
2021-06-30,Home,Optional,5000.0,Pontevedra,Capiz,Western Visayas,E2021-260
2021-06-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-261
2021-06-30,Debt repayment,Obligation,2800.0,Makati City,Metro Manila,National Capital Region,E2021-262
2021-06-30,Home,Obligation,300.0,Pontevedra,Capiz,Western Visayas,E2021-263
2021-06-30,Hair Cut,Survival,255.15,Quezon City,Metro Manila,National Capital Region,E2021-264
2021-06-30,Food/Drinks,Survival,65.0,Quezon City,Metro Manila,National Capital Region,E2021-265
2021-06-30,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-266
2021-07-01,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-267
2021-07-02,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-268
2021-07-03,Food/Drinks,Survival,162.0,Quezon City,Metro Manila,National Capital Region,E2021-269
2021-07-04,Home,Obligation,200.0,Pontevedra,Capiz,Western Visayas,E2021-270
2021-07-05,Food/Drinks,Survival,64.0,Quezon City,Metro Manila,National Capital Region,E2021-271
2021-07-06,Grocery,Survival,662.12,Quezon City,Metro Manila,National Capital Region,E2021-272
2021-07-06,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-273
2021-07-08,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-274
2021-07-08,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-275
2021-07-08,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-276
2021-07-09,Food/Drinks,Survival,164.0,Quezon City,Metro Manila,National Capital Region,E2021-277
2021-07-11,Food/Drinks,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2021-278
2021-07-11,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-279
2021-07-12,Bank fees,Obligation,25.0,Quezon City,Metro Manila,National Capital Region,E2021-280
2021-07-13,Grocery,Survival,498.3,Quezon City,Metro Manila,National Capital Region,E2021-281
2021-07-13,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-282
2021-07-14,Magazines/Newspapers/Books,Optional,435.0,Quezon City,Metro Manila,National Capital Region,E2021-283
2021-07-14,Transportation,Survival,111.0,Quezon City,Metro Manila,National Capital Region,E2021-284
2021-07-14,Food/Drinks,Optional,110.0,Quezon City,Metro Manila,National Capital Region,E2021-285
2021-07-14,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-286
2021-07-14,Food/Drinks,Survival,18.0,Quezon City,Metro Manila,National Capital Region,E2021-287
2021-07-15,Home,Optional,5000.0,Pontevedra,Capiz,Western Visayas,E2021-288
2021-07-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-289
2021-07-15,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-290
2021-07-15,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-291
2021-07-16,Food/Drinks,Survival,165.0,Quezon City,Metro Manila,National Capital Region,E2021-292
2021-07-18,Personal care items (drugstore),Survival,700.0,Quezon City,Metro Manila,National Capital Region,E2021-293
2021-07-18,Electricity/Water,Obligation,368.0,Quezon City,Metro Manila,National Capital Region,E2021-294
2021-07-18,Food/Drinks,Survival,109.0,Quezon City,Metro Manila,National Capital Region,E2021-295
2021-07-18,Bank fees,Unexpected,30.0,Quezon City,Metro Manila,National Capital Region,E2021-296
2021-07-19,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2021-297
2021-07-20,Grocery,Survival,745.74,Quezon City,Metro Manila,National Capital Region,E2021-298
2021-07-20,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-299
2021-07-21,Debt repayment,Obligation,5.04,Quezon City,Metro Manila,National Capital Region,E2021-300
2021-07-23,Food/Drinks,Survival,93.0,Quezon City,Metro Manila,National Capital Region,E2021-301
2021-07-27,Grocery,Survival,521.9,Quezon City,Metro Manila,National Capital Region,E2021-302
2021-07-27,Personal care items (drugstore),Survival,221.5,Quezon City,Metro Manila,National Capital Region,E2021-303
2021-07-27,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2021-304
2021-07-27,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-305
2021-07-27,Hair Cut,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-306
2021-07-27,Transportation,Survival,40.0,Quezon City,Metro Manila,National Capital Region,E2021-307
2021-07-27,Bank fees,Obligation,25.0,Quezon City,Metro Manila,National Capital Region,E2021-308
2021-07-28,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-309
2021-07-29,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-310
2021-07-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-311
2021-07-30,Debt repayment,Obligation,2800.0,Makati City,Metro Manila,National Capital Region,E2021-312
2021-07-31,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-313
2021-08-02,Phone/Internet,Optional,99.0,Quezon City,Metro Manila,National Capital Region,E2021-314
2021-08-04,Grocery,Survival,639.05,Quezon City,Metro Manila,National Capital Region,E2021-315
2021-08-04,Home,Obligation,300.0,Quezon City,Metro Manila,National Capital Region,E2021-316
2021-08-04,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-317
2021-08-06,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-318
2021-08-08,Food/Drinks,Survival,74.0,Quezon City,Metro Manila,National Capital Region,E2021-319
2021-08-10,Grocery,Survival,731.25,Quezon City,Metro Manila,National Capital Region,E2021-320
2021-08-10,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-321
2021-08-11,Electricity/Water,Obligation,376.5,Quezon City,Metro Manila,National Capital Region,E2021-322
2021-08-12,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-323
2021-08-12,Food/Drinks,Survival,10.0,Quezon City,Metro Manila,National Capital Region,E2021-324
2021-08-13,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-325
2021-08-14,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-326
2021-08-14,Bank fees,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-327
2021-08-15,Home,Optional,5000.0,Pontevedra,Capiz,Western Visayas,E2021-328
2021-08-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-329
2021-08-15,Food/Drinks,Survival,143.0,Quezon City,Metro Manila,National Capital Region,E2021-330
2021-08-17,Grocery,Survival,603.0,Quezon City,Metro Manila,National Capital Region,E2021-331
2021-08-17,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-332
2021-08-18,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-333
2021-08-19,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-334
2021-08-20,Debt repayment,Obligation,9.05,Quezon City,Metro Manila,National Capital Region,E2021-335
2021-08-22,Food/Drinks,Survival,150.0,Quezon City,Metro Manila,National Capital Region,E2021-336
2021-08-24,Grocery,Survival,409.4,Quezon City,Metro Manila,National Capital Region,E2021-337
2021-08-24,Food/Drinks,Survival,65.0,Quezon City,Metro Manila,National Capital Region,E2021-338
2021-08-24,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-339
2021-08-25,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-340
2021-08-27,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-341
2021-08-28,Home,Optional,5000.0,Pontevedra,Capiz,Western Visayas,E2021-342
2021-08-28,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-343
2021-08-28,Apartment,Obligation,3000.0,Quezon City,Metro Manila,National Capital Region,E2021-344
2021-08-28,Debt repayment,Obligation,2800.0,Makati City,Metro Manila,National Capital Region,E2021-345
2021-08-28,Bank fees,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-346
2021-08-29,Food/Drinks,Survival,43.0,Quezon City,Metro Manila,National Capital Region,E2021-347
2021-08-30,Grocery,Survival,500.6,Quezon City,Metro Manila,National Capital Region,E2021-348
2021-08-30,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-349
2021-08-30,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-350
2021-09-02,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-351
2021-09-02,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-352
2021-09-04,Apartment,Obligation,3000.0,Quezon City,Metro Manila,National Capital Region,E2021-353
2021-09-04,Home,Obligation,300.0,Quezon City,Metro Manila,National Capital Region,E2021-354
2021-09-05,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-355
2021-09-05,Food/Drinks,Survival,60.0,Quezon City,Metro Manila,National Capital Region,E2021-356
2021-09-06,Food/Drinks,Survival,118.0,Quezon City,Metro Manila,National Capital Region,E2021-357
2021-09-07,Grocery,Survival,561.81,Quezon City,Metro Manila,National Capital Region,E2021-358
2021-09-07,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-359
2021-09-07,Food/Drinks,Survival,23.0,Quezon City,Metro Manila,National Capital Region,E2021-360
2021-09-08,Food/Drinks,Survival,27.0,Quezon City,Metro Manila,National Capital Region,E2021-361
2021-09-09,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-362
2021-09-10,Food/Drinks,Survival,128.0,Quezon City,Metro Manila,National Capital Region,E2021-363
2021-09-11,Home,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-364
2021-09-12,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2021-365
2021-09-12,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-366
2021-09-14,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-367
2021-09-14,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-368
2021-09-14,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-369
2021-09-14,Bank fees,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-370
2021-09-15,Grocery,Survival,419.51,Quezon City,Metro Manila,National Capital Region,E2021-371
2021-09-15,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2021-372
2021-09-16,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-373
2021-09-17,Electricity/Water,Obligation,400.0,Quezon City,Metro Manila,National Capital Region,E2021-374
2021-09-18,Food/Drinks,Survival,267.0,Quezon City,Metro Manila,National Capital Region,E2021-375
2021-09-18,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-376
2021-09-20,Food/Drinks,Survival,88.0,Quezon City,Metro Manila,National Capital Region,E2021-377
2021-09-20,Debt repayment,Obligation,4.86,Quezon City,Metro Manila,National Capital Region,E2021-378
2021-09-21,Grocery,Survival,713.67,Quezon City,Metro Manila,National Capital Region,E2021-379
2021-09-21,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-380
2021-09-22,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2021-381
2021-09-24,Grocery,Survival,429.4,Quezon City,Metro Manila,National Capital Region,E2021-382
2021-09-24,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-383
2021-09-25,Home,Unexpected,125.0,Pontevedra,Capiz,Western Visayas,E2021-384
2021-09-26,Electricity/Water,Obligation,130.61,Quezon City,Metro Manila,National Capital Region,E2021-385
2021-09-27,Healthcare,Optional,2000.0,Pontevedra,Capiz,Western Visayas,E2021-386
2021-09-27,Phone/Internet,Unexpected,90.0,Quezon City,Metro Manila,National Capital Region,E2021-387
2021-09-27,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2021-388
2021-09-28,Others,Unexpected,1540.0,Quezon City,Metro Manila,National Capital Region,E2021-389
2021-09-28,Grocery,Survival,317.0,Quezon City,Metro Manila,National Capital Region,E2021-390
2021-09-28,Transportation,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-391
2021-09-28,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2021-392
2021-09-29,Home,Optional,5500.0,Pontevedra,Capiz,Western Visayas,E2021-393
2021-09-29,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-394
2021-09-29,Debt repayment,Obligation,2800.0,Makati City,Metro Manila,National Capital Region,E2021-395
2021-09-30,Bank fees,Obligation,600.0,Quezon City,Metro Manila,National Capital Region,E2021-396
2021-09-30,Grocery,Survival,401.71,Quezon City,Metro Manila,National Capital Region,E2021-397
2021-09-30,Transportation,Survival,55.0,Quezon City,Metro Manila,National Capital Region,E2021-398
2021-09-30,Bank fees,Obligation,40.0,Quezon City,Metro Manila,National Capital Region,E2021-399
2021-10-01,Home,Obligation,6800.0,Pontevedra,Capiz,Western Visayas,E2021-400
2021-10-02,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2021-401
2021-10-03,Food/Drinks,Survival,104.0,Quezon City,Metro Manila,National Capital Region,E2021-402
2021-10-04,Home,Obligation,2500.0,Pontevedra,Capiz,Western Visayas,E2021-403
